,目标客户编号,品牌类型,a1,a2,a3,a4,a5,a6,a7,a8,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,购买意愿
515,516.0,1.0,82.47,77.8,77.81,84.72,82.78,83.6,84.44,84.77,2.0,20.0,2.0,12.0,5.0,6.0,1,1988.0,5.0,10.0,1.0,2.0,13.0,7.0,3.0,0.0,50.0,0.0
1006,1007.0,2.0,75.24,66.69,70.44,74.5,79.06,78.31,77.71,74.01,2.0,26.0,1.0,6.0,3.0,5.0,1,1993.0,6.0,6.0,3.0,4.0,70.0,65.0,56.0,0.0,0.0,0.0
1006,1007.0,2.0,75.24,66.69,70.44,74.5,79.06,78.31,77.71,74.01,2.0,26.0,1.0,6.0,3.0,5.0,1,1993.0,6.0,6.0,3.0,4.0,70.0,65.0,56.0,0.0,0.0,0.0
1009,1010.0,2.0,76.7,77.8,77.81,81.03,77.82,80.85,77.91,81.09,2.0,26.0,1.0,6.0,1.0,1.0,#NULL!,1993.0,6.0,6.0,4.0,8.0,80.0,75.0,55.0,0.0,0.0,0.0
515,516.0,1.0,82.47,77.8,77.81,84.72,82.78,83.6,84.44,84.77,2.0,20.0,2.0,12.0,5.0,6.0,1,1988.0,5.0,10.0,1.0,2.0,13.0,7.0,3.0,0.0,50.0,0.0
1168,1169.0,2.0,53.73,55.84,44.6,54.65,44.37,44.98,48.65,52.57,2.0,12.0,1.0,4.0,4.0,5.0,2,1993.0,5.0,5.0,3.0,5.0,80.0,70.0,54.0,0.0,0.0,0.0
515,516.0,1.0,82.47,77.8,77.81,84.72,82.78,83.6,84.44,84.77,2.0,20.0,2.0,12.0,5.0,6.0,1,1988.0,5.0,10.0,1.0,2.0,13.0,7.0,3.0,0.0,50.0,0.0
515,516.0,1.0,82.47,77.8,77.81,84.72,82.78,83.6,84.44,84.77,2.0,20.0,2.0,12.0,5.0,6.0,1,1988.0,5.0,10.0,1.0,2.0,13.0,7.0,3.0,0.0,50.0,0.0
515,516.0,1.0,82.47,77.8,77.81,84.72,82.78,83.6,84.44,84.77,2.0,20.0,2.0,12.0,5.0,6.0,1,1988.0,5.0,10.0,1.0,2.0,13.0,7.0,3.0,0.0,50.0,0.0
515,516.0,1.0,82.47,77.8,77.81,84.72,82.78,83.6,84.44,84.77,2.0,20.0,2.0,12.0,5.0,6.0,1,1988.0,5.0,10.0,1.0,2.0,13.0,7.0,3.0,0.0,50.0,0.0
515,516.0,1.0,82.47,77.8,77.81,84.72,82.78,83.6,84.44,84.77,2.0,20.0,2.0,12.0,5.0,6.0,1,1988.0,5.0,10.0,1.0,2.0,13.0,7.0,3.0,0.0,50.0,0.0
1591,1592.0,3.0,66.51,68.71,59.33,62.97,61.8,60.84,62.09,62.55,1.0,21.0,2.0,8.0,5.0,6.0,1,1984.0,6.0,12.0,3.0,4.0,90.0,60.0,58.0,20.0,0.0,0.0
515,516.0,1.0,82.47,77.8,77.81,84.72,82.78,83.6,84.44,84.77,2.0,20.0,2.0,12.0,5.0,6.0,1,1988.0,5.0,10.0,1.0,2.0,13.0,7.0,3.0,0.0,50.0,0.0
515,516.0,1.0,82.47,77.8,77.81,84.72,82.78,83.6,84.44,84.77,2.0,20.0,2.0,12.0,5.0,6.0,1,1988.0,5.0,10.0,1.0,2.0,13.0,7.0,3.0,0.0,50.0,0.0
1886,1887.0,1.0,87.22,90.73,96.28,93.03,82.78,72.49,82.23,88.87,2.0,6.0,1.0,8.0,3.0,5.0,1,1989.0,4.0,8.0,6.0,4.0,12.0,7.0,2.0,0.0,55.0,0.0
515,516.0,1.0,82.47,77.8,77.81,84.72,82.78,83.6,84.44,84.77,2.0,20.0,2.0,12.0,5.0,6.0,1,1988.0,5.0,10.0,1.0,2.0,13.0,7.0,3.0,0.0,50.0,0.0
888,889.0,2.0,85.04,84.65,81.56,88.88,80.84,83.06,84.31,84.77,1.0,10.0,1.0,4.0,3.0,5.0,1,1985.0,6.0,10.0,5.0,2.0,30.0,12.0,9.0,55.0,0.0,0.0
1075,1076.0,1.0,81.75,69.01,81.56,74.5,72.97,75.56,80.07,67.01,2.0,26.0,1.0,5.0,3.0,2.0,#NULL!,1993.0,5.0,6.0,8.0,10.0,14.0,20.0,7.0,53.0,5.0,0.0
1308,1309.0,1.0,62.4,63.32,74.2,65.76,60.56,61.38,64.51,63.33,1.0,5.0,3.0,3.0,2.0,3.0,#NULL!,1993.0,6.0,3.0,4.0,4.0,30.0,25.0,22.0,60.0,10.0,0.0
888,889.0,2.0,85.04,84.65,81.56,88.88,80.84,83.06,84.31,84.77,1.0,10.0,1.0,4.0,3.0,5.0,1,1985.0,6.0,10.0,5.0,2.0,30.0,12.0,9.0,55.0,0.0,0.0
1308,1309.0,1.0,62.4,63.32,74.2,65.76,60.56,61.38,64.51,63.33,1.0,5.0,3.0,3.0,2.0,3.0,#NULL!,1993.0,6.0,3.0,4.0,4.0,30.0,25.0,22.0,60.0,10.0,0.0
1308,1309.0,1.0,62.4,63.32,74.2,65.76,60.56,61.38,64.51,63.33,1.0,5.0,3.0,3.0,2.0,3.0,#NULL!,1993.0,6.0,3.0,4.0,4.0,30.0,25.0,22.0,60.0,10.0,0.0
1308,1309.0,1.0,62.4,63.32,74.2,65.76,60.56,61.38,64.51,63.33,1.0,5.0,3.0,3.0,2.0,3.0,#NULL!,1993.0,6.0,3.0,4.0,4.0,30.0,25.0,22.0,60.0,10.0,0.0
222,223.0,2.0,88.92,91.35,88.92,93.03,88.87,94.7,88.88,88.87,1.0,35.0,2.0,8.0,3.0,5.0,1,1985.0,5.0,11.0,2.0,3.0,10.0,5.0,4.0,0.0,300.0,0.0
291,292.0,2.0,61.47,69.29,51.82,81.45,57.32,63.92,79.86,62.98,2.0,29.0,3.0,3.0,3.0,5.0,1,1990.0,6.0,5.0,4.0,7.0,13.0,7.0,4.0,0.0,50.0,0.0
479,480.0,2.0,78.35,71.61,74.05,81.03,605.63,63.92,75.49,73.66,1.0,5.0,4.0,8.0,3.0,1.0,1,1988.0,5.0,10.0,6.0,4.0,45.0,30.0,26.0,40.0,60.0,0.0
291,292.0,2.0,61.47,69.29,51.82,81.45,57.32,63.92,79.86,62.98,2.0,29.0,3.0,3.0,3.0,5.0,1,1990.0,6.0,5.0,4.0,7.0,13.0,7.0,4.0,0.0,50.0,0.0
824,825.0,2.0,84.32,83.24,77.95,88.88,88.71,83.06,88.69,85.89,2.0,36.0,2.0,6.0,3.0,5.0,1,1983.0,4.0,13.0,5.0,4.0,10.0,6.0,3.0,0.0,55.0,0.0
824,825.0,2.0,84.32,83.24,77.95,88.88,88.71,83.06,88.69,85.89,2.0,36.0,2.0,6.0,3.0,5.0,1,1983.0,4.0,13.0,5.0,4.0,10.0,6.0,3.0,0.0,55.0,0.0
824,825.0,2.0,84.32,83.24,77.95,88.88,88.71,83.06,88.69,85.89,2.0,36.0,2.0,6.0,3.0,5.0,1,1983.0,4.0,13.0,5.0,4.0,10.0,6.0,3.0,0.0,55.0,0.0
291,292.0,2.0,61.47,69.29,51.82,81.45,57.32,63.92,79.86,62.98,2.0,29.0,3.0,3.0,3.0,5.0,1,1990.0,6.0,5.0,4.0,7.0,13.0,7.0,4.0,0.0,50.0,0.0
291,292.0,2.0,61.47,69.29,51.82,81.45,57.32,63.92,79.86,62.98,2.0,29.0,3.0,3.0,3.0,5.0,1,1990.0,6.0,5.0,4.0,7.0,13.0,7.0,4.0,0.0,50.0,0.0
824,825.0,2.0,84.32,83.24,77.95,88.88,88.71,83.06,88.69,85.89,2.0,36.0,2.0,6.0,3.0,5.0,1,1983.0,4.0,13.0,5.0,4.0,10.0,6.0,3.0,0.0,55.0,0.0
824,825.0,2.0,84.32,83.24,77.95,88.88,88.71,83.06,88.69,85.89,2.0,36.0,2.0,6.0,3.0,5.0,1,1983.0,4.0,13.0,5.0,4.0,10.0,6.0,3.0,0.0,55.0,0.0
291,292.0,2.0,61.47,69.29,51.82,81.45,57.32,63.92,79.86,62.98,2.0,29.0,3.0,3.0,3.0,5.0,1,1990.0,6.0,5.0,4.0,7.0,13.0,7.0,4.0,0.0,50.0,0.0
291,292.0,2.0,61.47,69.29,51.82,81.45,57.32,63.92,79.86,62.98,2.0,29.0,3.0,3.0,3.0,5.0,1,1990.0,6.0,5.0,4.0,7.0,13.0,7.0,4.0,0.0,50.0,0.0
824,825.0,2.0,84.32,83.24,77.95,88.88,88.71,83.06,88.69,85.89,2.0,36.0,2.0,6.0,3.0,5.0,1,1983.0,4.0,13.0,5.0,4.0,10.0,6.0,3.0,0.0,55.0,0.0
291,292.0,2.0,61.47,69.29,51.82,81.45,57.32,63.92,79.86,62.98,2.0,29.0,3.0,3.0,3.0,5.0,1,1990.0,6.0,5.0,4.0,7.0,13.0,7.0,4.0,0.0,50.0,0.0
